High,Low,Open,Close,Volatility,Returns,Date
2838.41,2621.85,2838.41,2667.76,1.9920234985999068,-0.05159293911683707,1500595200
2363.25,2183.22,2360.59,2233.34,1.8441697943157367,-0.17774094618571062,1499990400
2916.14,2498.87,2608.59,2518.66,2.014047339685073,0.12022879126554474,1499385600
2559.25,2478.43,2539.24,2480.84,1.9590723419531069,-0.015129801559390128,1498780800
2765.17,2706.37,2707.34,2744.91,2.0488573060648103,0.10115107503360946,1498176000
2539.92,2385.15,2469.57,2518.56,1.8672242015235145,-0.08606097791437212,1497571200
2901.71,2795.62,2807.44,2823.81,1.7989563664463728,0.1143997272899323,1496966400
2488.55,2373.32,2404.03,2488.55,1.8118539758797059,-0.12638682537452908,1496361600
2573.79,2071.99,2320.89,2202.42,1.8444801623108447,-0.12214345573220634,1495756800
2004.52,1890.25,1897.37,1987.71,1.821634780526331,-0.10257353346552724,1495152000
1856.15,1694.01,1845.76,1724.24,1.6567983575814476,-0.14219684865262272,1494547200
1618.03,1530.31,1540.87,1555.45,1.6772490614302848,-0.10302148085563909,1493942400
1331.28,1292.37,1317.74,1316.48,1.7618867669257585,-0.16680338479138135,1493337600
1235.94,1215.56,1229.42,1222.05,1.6630216709628132,-0.0744317315997772,1492732800
1190.8,1159.79,1170.33,1167.54,1.4310222174074598,-0.045630805226640994,1492128000
1186.58,1163.39,1178.94,1176.9,1.4528850108603544,0.00798489168549717,1491523200
1074.92,1026.64,1026.64,1071.79,1.2042575566716804,-0.09355371496529155,1490918400
1040.47,934.36,1038.45,937.52,1.2308670850781742,-0.1338473359679783,1490313600
1180.16,1099.57,1180.16,1100.23,1.403628647395345,0.16003643688874847,1489708800
1270.47,1077.25,1189.36,1116.72,1.4420810267508652,0.014876568365407452,1489104000
1280.31,1250.71,1250.71,1274.99,1.6720219965745342,0.13254251822001129,1488499200
1200.39,1131.96,1172.71,1173.68,1.6589746529323888,-0.08279422359312538,1487894400
1053.17,1025.64,1026.12,1046.21,1.6263900153879112,-0.11497000153872398,1487289600
998.91,946.69,995.63,988.67,1.5999388680595021,-0.05656878372441346,1486684800
1033.87,1008.79,1011.46,1029.91,1.4958749650724206,0.04086609319691777,1486080000
923.22,915.85,918.36,919.75,1.5377809157962639,-0.11312480478028525,1485475200
899.4,887.01,898.17,895.03,1.5340726956420856,-0.027244656718723465,1484870400
829.0,780.0,803.74,823.98,1.5494820067973472,-0.0827109794959148,1484265600
1046.81,883.94,1014.24,902.2,1.6046138713167382,0.0906899672040501,1483660800
972.53,934.83,972.53,961.24,1.5204823508630014,0.06338789267050896,1483056000
925.12,864.68,864.89,921.98,1.3063362191190269,-0.04170058629745464,1482451200
785.03,778.96,778.96,784.91,1.455077258546367,-0.16095446981924738,1481846400
774.53,769.65,769.94,772.79,1.216176337283051,-0.015561718672108541,1481241600
781.3,757.54,757.54,777.94,1.216043678068065,0.006642057525811877,1480636800
741.65,734.59,740.44,741.65,1.151140874336282,-0.047771966612184615,1480032000
752.88,736.89,740.71,751.59,1.156872603415968,0.013313528731736126,1479427200
718.32,714.41,715.55,716.41,1.1156718015635032,-0.04793833372992194,1478822400
706.93,685.56,689.12,703.23,1.0360629038934146,-0.01856862119442951,1478217600
690.44,684.16,688.0,689.65,1.0358356673681284,-0.0194997850554772,1477612800
634.09,630.69,630.83,632.83,1.0403469761980992,-0.08598239884795611,1477008000
641.28,637.01,637.01,640.38,0.8976731455697492,0.011859926480355922,1476403200
617.91,611.82,612.61,617.12,0.7710420389082789,-0.03699825569401094,1475798400
609.73,604.14,605.72,609.73,0.7787746793491933,-0.012047258229833803,1475193600
603.21,595.79,596.2,602.84,0.4576216397214627,-0.011364414678608258,1474588800
609.26,606.73,607.25,606.97,0.4759642512302956,0.006827544892906798,1473984000
626.83,620.26,626.35,622.86,0.5077729765203831,0.025842407988826647,1473379200
575.64,570.81,572.41,575.54,0.5658538550043107,-0.07901304390816348,1472774400
580.62,576.86,577.75,579.65,0.5578674300562431,0.007115742591364712,1472169600
578.24,574.18,574.34,575.63,0.5450845016942261,-0.006959379933923403,1471564800
589.91,583.81,588.8,587.56,0.5732278379980232,0.02051327528072709,1470960000
578.28,569.98,578.28,575.04,0.5736724959500303,-0.021538764868019866,1470355200
657.8,654.79,655.11,656.99,0.791675486741142,0.1332291940734282,1469750400
666.58,646.72,664.92,650.62,0.7924026119704695,-0.009743043247265779,1469145600
667.08,659.04,659.17,663.26,0.7717377378678755,0.01924131575384566,1468540800
666.71,636.47,640.69,666.52,0.7665441395140161,0.004903076495220671,1467936000
686.15,669.59,672.52,676.3,0.7611775910740004,0.014566617910471508,1467331200
681.73,625.27,625.58,665.3,0.7704876908786676,-0.016398697833052464,1466726400
775.36,716.56,768.49,748.91,0.9222964832846047,0.11838074933594267,1466121600
579.13,573.33,575.84,577.47,1.5233631645764707,-0.25996232308913064,1465516800
574.64,536.92,537.68,569.19,1.5243496935686203,-0.01444219545050173,1464912000
